Divorce_date;DOB_partner_man;Age_partner_man;Monthly_income_partner_man_peso;DOB_partner_woman;Age_partner_woman;Monthly_income_partner_woman_peso;Date_of_marriage;Marriage_duration;Season;Zodiac_man;Zodiac_woman;Level_of_education_partner_woman;Level_of_education_partner_man;Employment_status_partner_woman;Employment_status_partner_man;Age_Gap;Year_divorce;Month_divorce;Compatibility_rate
04/12/2007;27/06/2058;49;3000.0;21/12/2060;46;6500.0;19/12/1989;10;Autumn;Cancer;Sagittarius;COLLEGE          ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;3;2007;12;0.53
09/01/2012;15/07/1979;32;10000.0;20/12/1983;28;6000.0;09/09/2005;6;Winter;Cancer;Sagittarius;HIGH SCHOOL      ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;4;2012;1;0.53
09/08/2004;29/06/2065;39;15000.0;21/12/2071;32;15000.0;20/09/2002;1;Summer;Cancer;Sagittarius;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;7;2004;8;0.53
09/12/2010;13/07/2072;38;3000.0;14/12/1977;32;2600.0;12/11/1998;12;Autumn;Cancer;Sagittarius;HIGH SCHOOL      ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;6;2010;12;0.53
10/12/2003;07/07/2062;41;10000.0;02/12/2068;35;5000.0;19/04/1990;13;Autumn;Cancer;Sagittarius;HIGH SCHOOL      ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;6;2003;12;0.53
15/06/2011;16/07/1977;33;10000.0;17/12/2066;44;8000.0;22/05/2009;2;Spring;Cancer;Sagittarius;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;11;2011;6;0.53
20/04/2012;22/07/1977;34;8000.0;05/12/1976;35;5000.0;07/10/1995;15;Spring;Cancer;Sagittarius;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2012;4;0.53
25/02/2005;22/06/2060;44;15000.0;18/12/2062;42;9000.0;07/08/1981;23;Winter;Cancer;Sagittarius;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;2;2005;2;0.53
29/07/2013;15/07/2068;45;12000.0;02/12/2066;46;8000.0;09/08/1990;22;Summer;Cancer;Sagittarius;COLLEGE          ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;1;2013;7;0.53
30/03/2004;04/07/1973;30;8500.0;30/11/2072;31;8000.0;02/12/2000;3;Spring;Cancer;Sagittarius;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2004;3;0.53
04/02/2010;08/06/2062;47;3000.0;09/11/1973;36;4200.0;22/06/2002;6;Winter;Gemini;Scorpio;HIGH SCHOOL      ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;11;2010;2;0.28
05/07/2000;21/05/2053;47;8000.0;31/10/2053;46;8000.0;22/12/1975;24;Summer;Gemini;Scorpio;COLLEGE          ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;1;2000;7;0.28
14/02/2011;07/06/1976;34;6000.0;01/11/2072;38;10000.0;09/04/2005;5;Winter;Gemini;Scorpio;COLLEGE          ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;4;2011;2;0.28
18/06/2001;13/06/2070;31;6000.0;16/11/2069;31;2000.0;06/02/1991;10;Spring;Gemini;Scorpio;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;0;2001;6;0.28
19/08/2011;23/05/1985;26;4000.0;28/10/1985;25;4000.0;26/03/2010;1;Summer;Gemini;Scorpio;COLLEGE          ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;1;2011;8;0.28
21/12/2011;23/05/2069;42;5000.0;08/11/1973;38;6000.0;04/08/2000;11;Winter;Gemini;Scorpio;COLLEGE          ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;4;2011;12;0.28
25/01/2012;25/05/1973;38;15000.0;13/11/1978;33;15000.0;14/09/2006;5;Winter;Gemini;Scorpio;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;5;2012;1;0.28
26/01/2009;13/06/2060;48;4800.0;07/11/2061;47;6000.0;07/06/1988;21;Winter;Gemini;Scorpio;HIGH SCHOOL      ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2009;1;0.28
26/12/2013;14/06/2058;55;6000.0;13/11/2063;50;3000.0;13/05/1980;33;Winter;Gemini;Scorpio;HIGH SCHOOL      ;ELEMENTARY SCHOOL;EMPLOYED  ;EMPLOYED  ;5;2013;12;0.28
27/05/2010;16/06/1978;31;3000.0;05/11/1979;30;2400.0;28/11/1996;14;Spring;Gemini;Scorpio;COLLEGE          ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;1;2010;5;0.28
28/01/2003;29/05/2068;34;2000.0;09/11/2066;36;1600.0;10/09/1988;14;Winter;Gemini;Scorpio;ELEMENTARY SCHOOL;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;2;2003;1;0.28
03/04/2008;06/03/2066;42;6800.0;30/10/1975;32;1530.0;08/09/2001;6;Spring;Pisces;Scorpio;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;10;2008;4;0.97
03/04/2014;16/03/1980;34;5400.0;10/11/1984;29;4000.0;17/02/2010;4;Spring;Pisces;Scorpio;HIGH SCHOOL      ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;5;2014;4;0.97
03/10/2011;20/02/1979;32;16000.0;03/11/1978;32;3000.0;23/12/2005;5;Autumn;Pisces;Scorpio;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;0;2011;10;0.97
05/12/2003;20/03/2056;47;6500.0;28/10/2053;50;8000.0;07/11/1981;22;Autumn;Pisces;Scorpio;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;3;2003;12;0.97
07/05/2010;06/03/1974;36;6000.0;04/11/2070;39;3400.0;26/05/2005;2;Spring;Pisces;Scorpio;COLLEGE          ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;3;2010;5;0.97
07/10/2008;29/02/2068;40;7000.0;23/10/2069;38;7500.0;08/12/1990;17;Autumn;Pisces;Scorpio;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;2;2008;10;0.97
11/04/2008;19/02/2065;43;3000.0;20/11/2065;42;3000.0;25/05/1985;7;Spring;Pisces;Scorpio;MIDDLE SCHOOL    ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;1;2008;4;0.97
11/05/2011;20/02/1977;34;6000.0;01/11/1975;35;5000.0;08/05/1998;5;Spring;Pisces;Scorpio;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2011;5;0.97
11/12/2006;29/02/2068;38;8000.0;07/11/2071;35;7000.0;18/11/1995;11;Autumn;Pisces;Scorpio;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;3;2006;12;0.97
12/06/2012;08/03/1974;38;6000.0;16/11/1976;35;5000.0;11/08/1999;12;Spring;Pisces;Scorpio;COLLEGE          ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;3;2012;6;0.97
13/07/2009;26/02/2066;43;6000.0;20/11/2063;45;5000.0;08/09/1993;15;Summer;Pisces;Scorpio;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;2;2009;7;0.97
16/08/2006;22/02/1975;31;6000.0;31/10/2071;34;3000.0;15/12/2000;5;Summer;Pisces;Scorpio;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;3;2006;8;0.97
17/09/2002;23/02/2062;40;14000.0;16/11/2062;39;5000.0;18/07/1987;5;Summer;Pisces;Scorpio;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2002;9;0.97
22/04/2010;10/03/2066;44;5000.0;29/10/2064;45;7000.0;20/05/1987;19;Spring;Pisces;Scorpio;COLLEGE          ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;1;2010;4;0.97
23/02/2001;08/03/1975;25;3000.0;01/11/1973;27;3000.0;04/06/1994;6;Winter;Pisces;Scorpio;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;2;2001;2;0.97
23/06/2011;15/03/1984;27;7000.0;25/10/1983;27;7000.0;02/03/2007;3;Summer;Pisces;Scorpio;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;0;2011;6;0.97
26/06/2008;03/03/1979;29;5000.0;12/11/1983;24;6000.0;02/02/2007;1;Summer;Pisces;Scorpio;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;5;2008;6;0.97
27/06/2014;18/03/2071;43;10000.0;12/11/1973;40;8000.0;11/09/1995;10;Summer;Pisces;Scorpio;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;3;2014;6;0.97
29/05/2002;25/02/2055;47;3000.0;02/11/2060;41;7500.0;03/04/1982;20;Spring;Pisces;Scorpio;COLLEGE          ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;6;2002;5;0.97
29/11/2002;12/03/2059;43;10000.0;15/11/2058;44;3500.0;26/10/1984;18;Autumn;Pisces;Scorpio;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2002;11;0.97
30/05/2011;01/03/1979;32;6000.0;20/11/1979;31;6000.0;06/12/2004;3;Spring;Pisces;Scorpio;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2011;5;0.97
01/08/2008;17/12/2065;42;4000.0;07/05/2064;44;3500.0;08/03/1997;11;Summer;Sagittarius;Taurus;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;2;2008;8;0.3
02/01/2004;11/12/1973;30;3100.0;25/04/1976;27;7900.0;03/11/2000;3;Winter;Sagittarius;Taurus;MIDDLE SCHOOL    ;ELEMENTARY SCHOOL;EMPLOYED  ;EMPLOYED  ;3;2004;1;0.3
03/03/2011;30/11/2070;40;10000.0;28/04/2071;39;15000.0;29/04/1995;15;Winter;Sagittarius;Taurus;COLLEGE          ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;1;2011;3;0.3
05/08/2010;02/12/1974;35;9000.0;27/04/1982;28;5000.0;29/11/2002;9;Summer;Sagittarius;Taurus;MIDDLE SCHOOL    ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;7;2010;8;0.3
06/03/2012;05/12/2057;54;10000.0;19/05/2055;56;8000.0;30/04/1983;20;Winter;Sagittarius;Taurus;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;2;2012;3;0.3
07/05/2007;25/11/2072;34;6000.0;08/05/1976;30;6000.0;14/05/2004;2;Spring;Sagittarius;Taurus;MIDDLE SCHOOL    ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;4;2007;5;0.3
07/10/2003;13/12/2055;47;14000.0;20/04/2068;35;13000.0;16/12/1989;13;Autumn;Sagittarius;Taurus;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;12;2003;10;0.3
11/06/2009;05/12/2049;59;4000.0;30/04/2055;54;4000.0;26/02/1977;18;Spring;Sagittarius;Taurus;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;5;2009;6;0.3
16/12/2010;08/12/2071;39;3000.0;25/04/2066;44;2000.0;09/05/1991;19;Autumn;Sagittarius;Taurus;MIDDLE SCHOOL    ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;5;2010;12;0.3
19/02/2004;06/12/2054;49;5000.0;25/04/2050;53;3000.0;28/08/1990;13;Winter;Sagittarius;Taurus;HIGH SCHOOL      ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;4;2004;2;0.3
19/05/2014;03/12/1981;32;10000.0;05/05/1985;29;10000.0;17/12/2011;2;Spring;Sagittarius;Taurus;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;3;2014;5;0.3
19/10/2000;30/11/2072;27;3000.0;10/05/2072;28;2600.0;01/12/1995;4;Autumn;Sagittarius;Taurus;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2000;10;0.3
21/05/2014;12/12/1979;34;8000.0;24/04/1988;26;4000.0;26/08/2010;3;Spring;Sagittarius;Taurus;HIGH SCHOOL      ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;8;2014;5;0.3
22/05/2006;28/11/1973;32;4000.0;14/05/1978;28;5000.0;08/02/2002;4;Spring;Sagittarius;Taurus;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;4;2006;5;0.3
27/12/2011;25/11/2062;49;4000.0;24/04/2066;45;6000.0;02/03/1985;25;Winter;Sagittarius;Taurus;COLLEGE          ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;4;2011;12;0.3
29/07/2002;20/12/2065;36;11500.0;24/04/2066;36;5000.0;09/03/1991;11;Summer;Sagittarius;Taurus;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;0;2002;7;0.3
30/01/2013;27/11/1978;34;2400.0;20/05/1976;36;2000.0;10/11/1998;14;Winter;Sagittarius;Taurus;MIDDLE SCHOOL    ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;2;2013;1;0.3
30/12/2013;09/12/1985;28;6000.0;07/05/1990;23;5000.0;11/02/2011;2;Winter;Sagittarius;Taurus;HIGH SCHOOL      ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;5;2013;12;0.3
01/02/2011;20/09/1982;28;6000.0;30/01/1988;22;10000.0;08/06/2007;3;Winter;Virgo;Aquarius;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;6;2011;2;0.3
06/12/2011;16/09/1983;28;5000.0;01/02/1978;33;8600.0;17/10/2009;2;Autumn;Virgo;Aquarius;COLLEGE          ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;5;2011;12;0.3
17/11/2005;18/09/2058;47;6000.0;30/01/2057;48;3800.0;05/12/1980;25;Autumn;Virgo;Aquarius;HIGH SCHOOL      ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;1;2005;11;0.3
24/06/2011;16/09/1974;36;6000.0;10/02/1975;36;7000.0;05/07/2002;10;Summer;Virgo;Aquarius;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;0;2011;6;0.3
25/08/2000;11/09/1975;24;2900.0;20/01/1975;25;3200.0;20/01/1996;1;Summer;Virgo;Aquarius;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2000;8;0.3
26/09/2003;01/09/2061;42;3000.0;31/01/2066;37;2400.0;31/05/2002;1;Autumn;Virgo;Aquarius;MIDDLE SCHOOL    ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;5;2003;9;0.3
29/10/2002;22/09/2071;31;3000.0;30/01/2072;30;10000.0;14/10/1996;6;Autumn;Virgo;Aquarius;COLLEGE          ;HIGH SCHOOL      ;UNEMPLOYED;EMPLOYED  ;1;2002;10;0.3
30/04/2002;23/08/2053;48;6000.0;29/01/2054;48;8000.0;17/11/1977;24;Spring;Virgo;Aquarius;COLLEGE          ;ELEMENTARY SCHOOL;EMPLOYED  ;EMPLOYED  ;0;2002;4;0.3
31/05/2007;04/09/2059;47;8400.0;26/01/2058;49;11000.0;06/04/1984;23;Spring;Virgo;Aquarius;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;2;2007;5;0.3
04/01/2011;22/01/1979;31;12000.0;07/06/1987;23;10850.0;17/04/2009;1;Winter;Aquarius;Gemini;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;8;2011;1;0.85
04/08/2003;08/02/2063;40;6000.0;08/06/2064;39;2600.0;11/03/1985;18;Summer;Aquarius;Gemini;COLLEGE          ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;1;2003;8;0.85
05/05/2014;01/02/1973;41;6000.0;03/06/2072;41;6000.0;08/05/2010;3;Spring;Aquarius;Gemini;HIGH SCHOOL      ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;0;2014;5;0.85
07/04/2006;14/02/2058;48;3500.0;30/05/2060;45;4000.0;15/08/1980;25;Spring;Aquarius;Gemini;COLLEGE          ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;3;2006;4;0.85
07/04/2011;04/02/1974;37;9000.0;02/06/1973;37;4000.0;14/12/2001;1;Spring;Aquarius;Gemini;COLLEGE          ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;0;2011;4;0.85
12/09/2012;23/01/2054;58;12000.0;04/06/2056;56;10000.0;31/03/1979;33;Summer;Aquarius;Gemini;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;2;2012;9;0.85
12/10/2012;17/02/1979;33;3500.0;15/06/2071;41;1000.0;17/02/2011;1;Autumn;Aquarius;Gemini;HIGH SCHOOL      ;ELEMENTARY SCHOOL;EMPLOYED  ;EMPLOYED  ;8;2012;10;0.85
15/07/2013;28/01/1982;31;14000.0;05/06/1982;31;6000.0;06/08/2011;2;Summer;Aquarius;Gemini;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;0;2013;7;0.85
16/07/2003;07/02/1977;26;2000.0;11/06/1976;27;3800.0;28/07/1998;4;Summer;Aquarius;Gemini;COLLEGE          ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;1;2003;7;0.85
17/03/2003;20/01/2061;42;6000.0;01/06/2063;39;3800.0;23/10/1998;4;Winter;Aquarius;Gemini;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;3;2003;3;0.85
17/12/2010;18/02/2071;39;6000.0;16/06/1975;35;5000.0;02/08/1999;11;Autumn;Aquarius;Gemini;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;4;2010;12;0.85
18/05/2010;24/01/1978;32;4000.0;04/06/1976;33;4000.0;27/10/2005;4;Spring;Aquarius;Gemini;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2010;5;0.85
22/09/2004;16/02/2064;40;8000.0;07/06/1973;31;5000.0;13/06/2003;1;Autumn;Aquarius;Gemini;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;9;2004;9;0.85
24/05/2005;02/02/2067;38;8000.0;20/06/2067;37;3000.0;27/12/1996;8;Spring;Aquarius;Gemini;COLLEGE          ;;EMPLOYED  ;EMPLOYED  ;1;2005;5;0.85
26/08/2009;05/02/1975;34;15000.0;08/06/1976;33;12500.0;14/12/2002;6;Summer;Aquarius;Gemini;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2009;8;0.85
27/04/2004;29/01/2066;38;2800.0;14/06/2069;34;5000.0;28/11/1987;16;Spring;Aquarius;Gemini;COLLEGE          ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;4;2004;4;0.85
28/11/2006;16/02/1975;31;5000.0;10/06/1975;31;6200.0;16/01/2004;2;Autumn;Aquarius;Gemini;COLLEGE          ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;0;2006;11;0.85
07/06/2011;17/08/1981;29;3000.0;11/10/1983;27;1500.0;22/10/2007;3;Spring;Leo;Libra;ELEMENTARY SCHOOL;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;2;2011;6;0.97
07/09/2000;23/07/2061;39;10000.0;09/10/2064;35;3000.0;11/04/1990;10;Summer;Leo;Libra;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;4;2000;9;0.97
07/12/2006;21/08/2069;37;3000.0;18/10/2065;41;2000.0;16/12/1998;8;Autumn;Leo;Libra;HIGH SCHOOL      ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;4;2006;12;0.97
13/04/2005;17/08/2070;34;16000.0;03/10/1974;30;12000.0;21/09/1994;10;Spring;Leo;Libra;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;4;2005;4;0.97
14/06/2011;25/07/2048;62;2400.0;06/10/2061;49;2800.0;16/02/2005;2;Spring;Leo;Libra;HIGH SCHOOL      ;ELEMENTARY SCHOOL;EMPLOYED  ;EMPLOYED  ;13;2011;6;0.97
15/05/2013;11/08/1973;39;1000.0;24/09/1975;37;8000.0;13/02/1997;13;Spring;Leo;Libra;HIGH SCHOOL      ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;2;2013;5;0.97
19/06/2003;23/07/2067;35;15000.0;17/10/2069;33;6000.0;06/03/1993;10;Spring;Leo;Libra;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;2;2003;6;0.97
20/02/2013;23/07/1977;35;12000.0;18/10/2072;40;8000.0;02/07/2005;7;Winter;Leo;Libra;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;5;2013;2;0.97
20/12/2012;29/07/1973;39;2000.0;23/09/1979;33;13000.0;25/02/2011;1;Autumn;Leo;Libra;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;6;2012;12;0.97
23/11/2001;29/07/2072;29;4000.0;11/10/1973;28;3440.0;04/01/1991;10;Autumn;Leo;Libra;MIDDLE SCHOOL    ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;1;2001;11;0.97
24/07/2013;06/08/1987;25;4800.0;22/10/1987;25;3600.0;23/10/2007;3;Summer;Leo;Libra;HIGH SCHOOL      ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;0;2013;7;0.97
25/04/2014;26/07/2058;55;10000.0;18/10/2058;55;6000.0;22/07/2004;10;Spring;Leo;Libra;HIGH SCHOOL      ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;0;2014;4;0.97
27/08/2002;24/07/2065;37;2000.0;01/10/2064;37;1100.0;27/07/1987;4;Summer;Leo;Libra;MIDDLE SCHOOL    ;ELEMENTARY SCHOOL;EMPLOYED  ;EMPLOYED  ;0;2002;8;0.97
29/10/2003;10/08/2071;32;15000.0;21/10/1974;29;6000.0;10/05/1996;7;Autumn;Leo;Libra;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;3;2003;10;0.97
29/10/2009;11/08/2065;44;6000.0;19/10/2065;44;4800.0;29/11/1986;21;Autumn;Leo;Libra;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;0;2009;10;0.97
30/04/2010;16/08/1974;35;7400.0;04/10/2072;37;5000.0;20/12/2002;7;Spring;Leo;Libra;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;2;2010;4;0.97
30/11/2000;13/08/2053;47;5000.0;17/10/2061;39;1700.0;10/10/1981;18;Autumn;Leo;Libra;MIDDLE SCHOOL    ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;8;2000;11;0.97
03/01/2002;04/01/2060;41;12000.0;23/07/2063;38;10000.0;01/08/1992;9;Winter;Capricorn;Leo;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;3;2002;1;0.35
03/11/2009;26/12/2063;45;10000.0;22/08/2060;49;6000.0;12/01/1990;19;Autumn;Capricorn;Leo;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;4;2009;11;0.35
10/07/2002;04/01/2069;33;3000.0;06/08/1973;28;6000.0;13/12/2000;1;Summer;Capricorn;Leo;COLLEGE          ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;5;2002;7;0.35
12/04/2007;22/12/2070;36;13000.0;20/08/2071;35;7000.0;09/12/1995;17;Spring;Capricorn;Leo;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2007;4;0.35
13/11/2002;01/01/2061;41;2500.0;22/08/2068;34;3000.0;01/08/1991;11;Autumn;Capricorn;Leo;HIGH SCHOOL      ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;7;2002;11;0.35
18/09/2000;13/01/2071;29;1500.0;01/08/2070;30;4000.0;02/09/1988;12;Summer;Capricorn;Leo;COLLEGE          ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;1;2000;9;0.35
18/11/2011;27/12/2068;42;6000.0;11/08/2067;44;3200.0;11/05/1994;17;Autumn;Capricorn;Leo;MIDDLE SCHOOL    ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;2;2011;11;0.35
19/05/2004;29/12/2068;35;2000.0;05/08/1976;27;1600.0;01/12/1995;8;Spring;Capricorn;Leo;MIDDLE SCHOOL    ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;8;2004;5;0.35
21/08/2009;07/01/1973;36;2500.0;24/07/1974;35;1500.0;29/01/1993;16;Summer;Capricorn;Leo;MIDDLE SCHOOL    ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;1;2009;8;0.35
21/12/2010;10/01/2070;40;8000.0;16/08/1977;33;8000.0;02/07/2003;7;Winter;Capricorn;Leo;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;7;2010;12;0.35
24/06/2009;07/01/2067;42;4500.0;27/07/2067;41;1440.0;09/12/2002;4;Summer;Capricorn;Leo;ELEMENTARY SCHOOL;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2009;6;0.35
25/04/2002;08/01/2054;48;3500.0;28/07/2054;47;3000.0;31/01/1976;26;Spring;Capricorn;Leo;ELEMENTARY SCHOOL;ELEMENTARY SCHOOL;EMPLOYED  ;EMPLOYED  ;1;2002;4;0.35
25/04/2007;03/01/2068;39;6200.0;06/08/2071;35;6200.0;04/05/1998;8;Spring;Capricorn;Leo;MIDDLE SCHOOL    ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;4;2007;4;0.35
26/06/2006;19/01/2054;52;10000.0;25/07/2055;50;12000.0;18/12/1976;29;Summer;Capricorn;Leo;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;2;2006;6;0.35
26/09/2006;16/01/1978;28;6000.0;22/08/1977;29;9000.0;25/10/2002;3;Autumn;Capricorn;Leo;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2006;9;0.35
29/04/2008;30/12/2066;41;3000.0;22/08/2072;35;3000.0;17/08/2001;7;Spring;Capricorn;Leo;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;6;2008;4;0.35
29/10/2007;08/01/1981;26;5000.0;30/07/1982;25;1600.0;23/01/2001;6;Autumn;Capricorn;Leo;HIGH SCHOOL      ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2007;10;0.35
06/06/2013;28/08/1982;30;3500.0;17/08/1988;24;6000.0;15/07/2010;2;Spring;Virgo;Leo;COLLEGE          ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;6;2013;6;0.35
07/11/2008;03/09/1980;28;4000.0;13/08/1982;26;4000.0;07/07/2006;2;Autumn;Virgo;Leo;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;2;2008;11;0.35
09/06/2006;08/09/2053;52;15000.0;17/08/2052;53;8000.0;23/08/1980;26;Spring;Virgo;Leo;COLLEGE          ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;1;2006;6;0.35
13/02/2009;06/09/2071;37;10000.0;26/07/2072;36;5000.0;04/06/1994;12;Winter;Virgo;Leo;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2009;2;0.35
