Divorce_date;DOB_partner_man;Age_partner_man;Monthly_income_partner_man_peso;DOB_partner_woman;Age_partner_woman;Monthly_income_partner_woman_peso;Date_of_marriage;Marriage_duration;Season;Zodiac_man;Zodiac_woman;Level_of_education_partner_woman;Level_of_education_partner_man;Employment_status_partner_woman;Employment_status_partner_man;Age_Gap;Year_divorce;Month_divorce;Compatibility_rate
23/02/2015;12/12/1977;37;4500.0;11/08/1976;38;6000.0;07/06/2004;10;Winter;Sagittarius;Leo;MIDDLE SCHOOL    ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;1;2015;2;0.93
01/04/2009;19/04/2055;53;15000.0;26/06/2064;44;5000.0;21/04/2001;7;Spring;Aries;Cancer;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;9;2009;4;0.42
02/05/2006;19/04/2056;50;5000.0;17/07/2064;41;10000.0;25/05/1994;11;Spring;Aries;Cancer;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;9;2006;5;0.42
03/09/2007;15/04/2061;46;7000.0;06/07/2062;45;5500.0;28/01/1984;23;Summer;Aries;Cancer;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2007;9;0.42
04/05/2011;16/04/1973;38;5000.0;19/07/1973;37;7000.0;24/10/2001;10;Spring;Aries;Cancer;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2011;5;0.42
06/11/2008;11/04/1978;30;7000.0;01/07/1978;30;7000.0;15/03/1999;2;Autumn;Aries;Cancer;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;0;2008;11;0.42
07/03/2012;30/03/1980;31;4000.0;19/07/1983;28;2000.0;06/12/2001;10;Winter;Aries;Cancer;MIDDLE SCHOOL    ;HIGH SCHOOL      ;UNEMPLOYED;EMPLOYED  ;3;2012;3;0.42
08/02/2013;25/03/1977;35;4000.0;06/07/2069;43;8000.0;31/01/2008;5;Winter;Aries;Cancer;HIGH SCHOOL      ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;8;2013;2;0.42
11/09/2008;30/03/1978;30;6000.0;12/07/1978;30;2600.0;03/10/1997;10;Summer;Aries;Cancer;HIGH SCHOOL      ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;0;2008;9;0.42
13/07/2004;18/04/2059;45;800.0;10/07/2060;44;1400.0;04/05/2000;4;Summer;Aries;Cancer;HIGH SCHOOL      ;ELEMENTARY SCHOOL;EMPLOYED  ;EMPLOYED  ;1;2004;7;0.42
15/03/2002;28/03/2070;31;2800.0;17/07/2066;35;800.0;13/07/1990;11;Winter;Aries;Cancer;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;4;2002;3;0.42
15/12/2011;16/04/2065;46;6500.0;27/06/2072;39;7000.0;10/11/1998;13;Autumn;Aries;Cancer;HIGH SCHOOL      ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;7;2011;12;0.42
19/11/2010;11/04/1979;31;2500.0;04/07/1980;30;2400.0;11/02/2009;1;Autumn;Aries;Cancer;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2010;11;0.42
21/04/2010;28/03/2064;46;4000.0;22/07/2067;42;5000.0;14/06/1986;23;Spring;Aries;Cancer;HIGH SCHOOL      ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;4;2010;4;0.42
21/11/2007;16/04/2066;41;15000.0;15/07/2072;35;15000.0;03/11/2000;7;Autumn;Aries;Cancer;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;6;2007;11;0.42
22/02/2001;16/04/1974;26;1100.0;05/07/2071;29;1200.0;02/11/1994;6;Winter;Aries;Cancer;HIGH SCHOOL      ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;3;2001;2;0.42
26/06/2008;28/03/2059;49;6000.0;20/07/2057;50;3000.0;15/06/1981;27;Summer;Aries;Cancer;MIDDLE SCHOOL    ;COLLEGE          ;UNEMPLOYED;EMPLOYED  ;1;2008;6;0.42
29/11/2011;06/04/1983;28;5000.0;20/07/1980;31;7000.0;15/10/2007;3;Autumn;Aries;Cancer;COLLEGE          ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;3;2011;11;0.42
03/01/2012;09/01/2061;50;18000.0;09/05/2055;56;5000.0;16/12/1983;28;Winter;Capricorn;Taurus;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;6;2012;1;0.98
03/12/2012;24/12/1977;34;6000.0;15/05/1982;30;11000.0;19/12/2003;8;Autumn;Capricorn;Taurus;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;4;2012;12;0.98
07/12/2007;27/12/2070;36;550.0;10/05/2072;35;1930.0;02/02/1995;8;Autumn;Capricorn;Taurus;MIDDLE SCHOOL    ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;1;2007;12;0.98
10/04/2006;11/01/1977;29;5000.0;14/05/1982;23;6000.0;01/09/2001;4;Spring;Capricorn;Taurus;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;6;2006;4;0.98
11/02/2013;23/12/1976;36;5000.0;30/04/1986;26;5000.0;12/02/2010;2;Winter;Capricorn;Taurus;COLLEGE          ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;10;2013;2;0.98
12/03/2008;14/01/1978;30;6000.0;18/05/1980;27;5000.0;14/08/2000;7;Winter;Capricorn;Taurus;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;3;2008;3;0.98
15/12/2009;07/01/2066;43;6000.0;13/05/2066;43;10000.0;08/02/1988;21;Autumn;Capricorn;Taurus;HIGH SCHOOL      ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;0;2009;12;0.98
16/08/2002;14/01/2059;43;3000.0;01/05/2047;55;3000.0;18/02/1987;15;Summer;Capricorn;Taurus;HIGH SCHOOL      ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;12;2002;8;0.98
17/03/2010;09/01/2060;50;6063.5;28/04/2069;40;6063.5;18/09/1998;10;Winter;Capricorn;Taurus;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;10;2010;3;0.98
21/06/2000;17/01/2056;44;5000.0;12/05/2066;34;10000.0;02/09/1987;12;Summer;Capricorn;Taurus;COLLEGE          ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;10;2000;6;0.98
24/05/2010;01/01/1974;36;5000.0;07/05/1976;34;4000.0;23/07/1999;10;Spring;Capricorn;Taurus;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;2;2010;5;0.98
26/10/2005;31/12/2061;43;5000.0;29/04/2070;35;5000.0;08/11/1996;9;Autumn;Capricorn;Taurus;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;8;2005;10;0.98
02/07/2008;15/06/2059;49;5000.0;19/02/2062;46;1000.0;02/05/2003;3;Summer;Gemini;Pisces;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;3;2008;7;0.53
04/03/2002;17/06/2068;33;3000.0;08/03/2072;29;3000.0;22/12/2000;1;Winter;Gemini;Pisces;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;4;2002;3;0.53
05/10/2001;06/06/2062;39;9000.0;21/02/2064;37;14000.0;14/02/1991;10;Autumn;Gemini;Pisces;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;2;2001;10;0.53
06/02/2002;24/05/2069;32;2000.0;28/02/2071;30;6000.0;08/04/1996;5;Winter;Gemini;Pisces;MIDDLE SCHOOL    ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;2;2002;2;0.53
07/06/2007;13/06/1976;30;3000.0;12/03/1978;29;4200.0;17/04/1998;9;Spring;Gemini;Pisces;MIDDLE SCHOOL    ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;1;2007;6;0.53
09/09/2009;25/05/1975;34;15000.0;05/03/1976;33;12000.0;13/03/2004;4;Summer;Gemini;Pisces;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2009;9;0.53
10/08/2001;10/06/1977;24;1600.0;12/03/1976;25;1400.0;17/11/1995;5;Summer;Gemini;Pisces;MIDDLE SCHOOL    ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;1;2001;8;0.53
12/03/2007;01/06/2072;34;4800.0;23/02/2072;35;4000.0;23/03/2003;4;Winter;Gemini;Pisces;COLLEGE          ;ELEMENTARY SCHOOL;EMPLOYED  ;EMPLOYED  ;1;2007;3;0.53
13/02/2008;09/06/2069;38;4000.0;05/03/2071;36;8000.0;21/05/1998;10;Winter;Gemini;Pisces;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;2;2008;2;0.53
19/09/2005;05/06/2061;44;2000.0;25/02/2070;35;1500.0;19/10/1987;17;Summer;Gemini;Pisces;ELEMENTARY SCHOOL;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;9;2005;9;0.53
20/10/2000;17/06/2050;50;13000.0;22/02/2057;43;13000.0;27/09/1982;18;Autumn;Gemini;Pisces;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;7;2000;10;0.53
20/11/2009;10/06/2067;42;2500.0;09/03/1974;35;2000.0;20/12/2003;5;Autumn;Gemini;Pisces;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;7;2009;11;0.53
21/08/2000;07/06/2070;30;5000.0;12/03/2070;30;7000.0;04/08/1995;5;Summer;Gemini;Pisces;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;0;2000;8;0.53
21/11/2008;22/05/1977;31;5000.0;14/03/1978;30;10000.0;18/10/2002;3;Autumn;Gemini;Pisces;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2008;11;0.53
22/01/2014;09/06/1973;40;2500.0;28/02/1979;34;4500.0;02/12/1999;13;Winter;Gemini;Pisces;HIGH SCHOOL      ;ELEMENTARY SCHOOL;EMPLOYED  ;EMPLOYED  ;6;2014;1;0.53
22/03/2002;20/06/2053;48;15000.0;20/03/2056;46;12000.0;18/11/1982;19;Spring;Gemini;Pisces;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;2;2002;3;0.53
26/12/2002;08/06/2072;30;4500.0;01/03/1974;28;3000.0;13/05/1992;10;Winter;Gemini;Pisces;HIGH SCHOOL      ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;2;2002;12;0.53
29/11/2001;26/05/2063;38;2000.0;06/03/2062;39;2000.0;11/06/1993;8;Autumn;Gemini;Pisces;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2001;11;0.53
30/01/2002;15/06/2053;48;1200.0;24/02/2051;50;4000.0;02/07/1975;26;Winter;Gemini;Pisces;MIDDLE SCHOOL    ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;2;2002;1;0.53
30/07/2008;21/05/2064;44;16500.0;27/02/2064;44;10000.0;27/12/1991;7;Summer;Gemini;Pisces;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;0;2008;7;0.53
04/04/2008;05/08/2065;42;7000.0;26/03/2064;44;3500.0;25/10/1986;21;Spring;Leo;Aries;HIGH SCHOOL      ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;2;2008;4;0.97
04/11/2011;09/08/1983;28;4500.0;12/04/1986;25;4500.0;13/02/2007;4;Autumn;Leo;Aries;HIGH SCHOOL      ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;3;2011;11;0.97
07/11/2000;06/08/2056;44;10000.0;28/03/2062;38;10000.0;20/12/1996;3;Autumn;Leo;Aries;COLLEGE          ;OTHER            ;EMPLOYED  ;EMPLOYED  ;6;2000;11;0.97
13/07/2005;06/08/2064;40;8000.0;29/03/2065;40;4000.0;29/03/2004;1;Summer;Leo;Aries;COLLEGE          ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;0;2005;7;0.97
13/12/2002;20/08/2061;41;15000.0;31/03/2052;50;12000.0;22/07/1988;13;Autumn;Leo;Aries;COLLEGE          ;COLLEGE          ;UNEMPLOYED;EMPLOYED  ;9;2002;12;0.97
14/05/2009;12/08/2069;39;5000.0;26/03/2066;43;5000.0;03/05/1997;12;Spring;Leo;Aries;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;4;2009;5;0.97
14/12/2012;18/08/1980;32;15000.0;01/04/1976;36;10000.0;19/11/2011;1;Autumn;Leo;Aries;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;4;2012;12;0.97
17/02/2014;16/08/1989;24;5000.0;26/03/1991;22;4000.0;28/01/2011;3;Winter;Leo;Aries;COLLEGE          ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;2;2014;2;0.97
19/01/2001;27/07/2061;39;7500.0;28/03/2072;28;3000.0;14/01/1989;11;Winter;Leo;Aries;HIGH SCHOOL      ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;11;2001;1;0.97
21/02/2008;23/07/1975;32;10000.0;15/04/1975;32;6000.0;15/12/2000;8;Winter;Leo;Aries;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;0;2008;2;0.97
22/11/2002;01/08/2068;34;2000.0;18/04/2072;30;4000.0;08/12/1993;8;Autumn;Leo;Aries;COLLEGE          ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;4;2002;11;0.97
22/12/2009;16/08/1975;34;11200.0;27/03/1980;29;10000.0;06/02/2007;2;Winter;Leo;Aries;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;5;2009;12;0.97
25/09/2008;13/08/2066;42;15000.0;02/04/2070;38;6000.0;18/09/1995;12;Autumn;Leo;Aries;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;4;2008;9;0.97
26/06/2008;28/07/2052;55;10000.0;09/04/2055;53;5000.0;27/09/1975;32;Summer;Leo;Aries;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;2;2008;6;0.97
30/08/2005;28/07/1974;31;2000.0;13/04/1978;27;2800.0;13/12/2002;2;Summer;Leo;Aries;HIGH SCHOOL      ;ELEMENTARY SCHOOL;EMPLOYED  ;EMPLOYED  ;4;2005;8;0.97
30/12/2010;06/08/1979;31;4200.0;23/03/1974;36;3000.0;15/12/2003;7;Winter;Leo;Aries;ELEMENTARY SCHOOL;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;5;2010;12;0.97
03/12/2007;29/07/2052;55;4500.0;26/01/2061;46;2500.0;10/05/1986;25;Autumn;Leo;Aquarius;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;9;2007;12;0.69
04/12/2001;12/08/2054;47;5500.0;30/01/1974;27;4000.0;10/12/1993;7;Autumn;Leo;Aquarius;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;20;2001;12;0.69
05/04/2002;28/07/2060;41;3000.0;24/01/2061;41;6500.0;14/07/1983;18;Spring;Leo;Aquarius;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;0;2002;4;0.69
05/09/2003;10/08/2069;34;2600.0;03/02/1976;27;1500.0;05/10/1995;7;Summer;Leo;Aquarius;HIGH SCHOOL      ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;7;2003;9;0.69
05/11/2010;31/07/2063;47;6000.0;24/01/2057;53;6000.0;21/12/1989;20;Autumn;Leo;Aquarius;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;6;2010;11;0.69
06/05/2004;26/07/2066;37;1500.0;08/02/2064;40;4200.0;08/12/1989;13;Spring;Leo;Aquarius;COLLEGE          ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;3;2004;5;0.69
07/09/2006;23/07/1974;32;8000.0;03/02/1977;29;9100.0;15/07/1994;11;Summer;Leo;Aquarius;HIGH SCHOOL      ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;3;2006;9;0.69
10/02/2012;08/08/1973;38;10000.0;13/02/1978;33;8000.0;22/01/2010;1;Winter;Leo;Aquarius;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;5;2012;2;0.69
10/04/2002;29/07/2066;35;7000.0;09/02/2064;38;7000.0;29/07/1991;10;Spring;Leo;Aquarius;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;3;2002;4;0.69
12/03/2010;18/08/1977;32;2000.0;09/02/1980;30;3000.0;03/05/2000;9;Winter;Leo;Aquarius;HIGH SCHOOL      ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;2;2010;3;0.69
14/05/2004;12/08/1973;30;4000.0;29/01/1975;29;6500.0;16/08/1997;6;Spring;Leo;Aquarius;HIGH SCHOOL      ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;1;2004;5;0.69
16/02/2001;07/08/2065;35;5000.0;11/02/2064;37;5000.0;22/12/1990;10;Winter;Leo;Aquarius;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;2;2001;2;0.69
16/07/2014;13/08/2059;54;7800.0;06/02/2064;50;7500.0;17/03/1984;30;Summer;Leo;Aquarius;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;4;2014;7;0.69
17/12/2007;08/08/2070;37;10000.0;27/01/2068;39;1000.0;22/05/1996;11;Autumn;Leo;Aquarius;COLLEGE          ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;2;2007;12;0.69
20/11/2007;08/08/2071;36;4000.0;15/02/2072;35;2000.0;08/08/1997;10;Autumn;Leo;Aquarius;HIGH SCHOOL      ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2007;11;0.69
21/06/2002;15/08/2060;41;2000.0;27/01/2054;48;4000.0;04/11/1998;3;Summer;Leo;Aquarius;HIGH SCHOOL      ;ELEMENTARY SCHOOL;EMPLOYED  ;EMPLOYED  ;7;2002;6;0.69
23/01/2004;22/08/2065;38;17000.0;12/02/2071;32;5000.0;19/10/1996;7;Winter;Leo;Aquarius;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;6;2004;1;0.69
29/07/2004;10/08/2072;31;3000.0;04/02/1974;30;2000.0;17/01/1991;3;Summer;Leo;Aquarius;MIDDLE SCHOOL    ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;1;2004;7;0.69
30/01/2014;02/08/1975;38;12000.0;14/02/1981;32;10000.0;30/07/2005;3;Winter;Leo;Aquarius;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;6;2014;1;0.69
30/04/2007;11/08/1975;31;4000.0;03/02/2069;38;4050.0;26/12/1992;15;Spring;Leo;Aquarius;MIDDLE SCHOOL    ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;7;2007;4;0.69
31/01/2001;09/08/2043;57;600.0;11/02/2057;43;1200.0;19/12/1987;17;Winter;Leo;Aquarius;ELEMENTARY SCHOOL;WITHOUT EDUCATION;EMPLOYED  ;EMPLOYED  ;14;2001;1;0.69
02/04/2012;06/11/2072;39;6000.0;04/06/2070;41;6000.0;08/10/1988;25;Spring;Scorpio;Gemini;HIGH SCHOOL      ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;2;2012;4;0.28
02/09/2003;09/11/2065;37;15000.0;26/05/2070;33;5000.0;10/09/1999;3;Summer;Scorpio;Gemini;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;4;2003;9;0.28
04/05/2007;17/11/2063;43;12000.0;03/06/2067;39;8000.0;10/12/1988;15;Spring;Scorpio;Gemini;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;4;2007;5;0.28
06/04/2004;10/11/2068;35;6000.0;19/06/2068;35;4000.0;05/01/1990;14;Spring;Scorpio;Gemini;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;0;2004;4;0.28
06/12/2002;01/11/1973;29;3000.0;30/05/1973;29;2800.0;29/11/1993;8;Autumn;Scorpio;Gemini;MIDDLE SCHOOL    ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;0;2002;12;0.28
11/07/2001;23/10/2065;35;2500.0;18/06/2067;34;4000.0;26/11/1992;8;Summer;Scorpio;Gemini;MIDDLE SCHOOL    ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;1;2001;7;0.28
14/07/2010;01/11/2046;63;5000.0;27/05/2061;49;5000.0;14/12/1989;21;Summer;Scorpio;Gemini;MIDDLE SCHOOL    ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;14;2010;7;0.28
19/12/2002;31/10/2068;34;6500.0;22/05/1978;24;5000.0;10/09/1999;3;Autumn;Scorpio;Gemini;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;10;2002;12;0.28
20/02/2014;06/11/1980;33;6000.0;13/06/1984;29;6000.0;17/01/2003;11;Winter;Scorpio;Gemini;;;EMPLOYED  ;EMPLOYED  ;4;2014;2;0.28
20/05/2008;11/11/2064;43;8000.0;28/05/2069;38;4300.0;07/02/1991;16;Spring;Scorpio;Gemini;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;5;2008;5;0.28
21/02/2013;30/10/1977;35;5000.0;03/06/1973;39;4000.0;27/01/2006;5;Winter;Scorpio;Gemini;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;4;2013;2;0.28
25/05/2007;11/11/2051;55;12000.0;13/06/2062;44;12000.0;18/08/1989;18;Spring;Scorpio;Gemini;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;11;2007;5;0.28
26/11/2003;16/11/2069;34;4000.0;06/06/2069;34;8000.0;25/04/1997;6;Autumn;Scorpio;Gemini;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;0;2003;11;0.28
27/06/2012;21/11/1980;31;8000.0;04/06/1979;33;8000.0;27/01/2006;6;Summer;Scorpio;Gemini;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;2;2012;6;0.28
30/04/2004;06/11/2061;42;8500.0;05/06/2064;39;5000.0;14/07/1990;13;Spring;Scorpio;Gemini;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;3;2004;4;0.28
02/09/2013;20/07/2065;48;10000.0;24/04/2071;42;15000.0;15/11/1991;21;Summer;Cancer;Taurus;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;6;2013;9;0.97
03/10/2013;25/06/1988;25;300.0;23/04/1987;26;3000.0;01/10/2010;3;Autumn;Cancer;Taurus;HIGH SCHOOL      ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;1;2013;10;0.97
06/02/2004;27/06/2071;32;10000.0;20/04/1974;29;1800.0;09/08/1995;8;Winter;Cancer;Taurus;HIGH SCHOOL      ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;3;2004;2;0.97
07/09/2007;17/07/2062;45;10000.0;03/05/1973;34;11000.0;20/01/1995;12;Summer;Cancer;Taurus;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;11;2007;9;0.97
10/07/2001;01/07/2066;35;3000.0;29/04/2069;32;2000.0;22/04/1995;6;Summer;Cancer;Taurus;COLLEGE          ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;3;2001;7;0.97
13/02/2012;22/06/1977;34;6000.0;10/05/1979;32;4000.0;15/10/2005;7;Winter;Cancer;Taurus;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;2;2012;2;0.97
18/03/2009;12/07/1982;26;4000.0;02/05/1983;25;2000.0;18/02/2006;1;Winter;Cancer;Taurus;HIGH SCHOOL      ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;1;2009;3;0.97
18/05/2010;13/07/2070;39;16000.0;30/04/1974;36;12000.0;03/10/1998;12;Spring;Cancer;Taurus;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;3;2010;5;0.97
21/08/2012;11/07/1973;39;3500.0;20/04/2067;45;2800.0;15/10/2001;11;Summer;Cancer;Taurus;MIDDLE SCHOOL    ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;6;2012;8;0.97
27/09/2005;03/07/2072;33;7000.0;20/04/1974;31;10000.0;21/08/2003;2;Autumn;Cancer;Taurus;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;2;2005;9;0.97
30/10/2001;05/07/2072;29;15000.0;10/05/1977;24;4000.0;11/05/1996;5;Autumn;Cancer;Taurus;COLLEGE          ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;5;2001;10;0.97
01/11/2012;15/12/2052;59;8400.0;18/03/2061;51;3500.0;08/10/1988;24;Autumn;Sagittarius;Pisces;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;8;2012;11;0.63
03/08/2009;16/12/2061;47;6000.0;09/03/2064;45;10000.0;20/03/1993;16;Summer;Sagittarius;Pisces;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;2;2009;8;0.63
06/03/2009;13/12/2072;36;4000.0;19/03/1977;31;3000.0;18/01/2002;5;Winter;Sagittarius;Pisces;COLLEGE          ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;5;2009;3;0.63
08/02/2010;20/12/2061;48;1000.0;18/03/2071;38;10000.0;31/01/1997;12;Winter;Sagittarius;Pisces;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;10;2010;2;0.63
09/07/2008;30/11/2060;47;15000.0;01/03/2072;36;15000.0;30/03/1999;9;Summer;Sagittarius;Pisces;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;11;2008;7;0.63
17/11/2005;21/12/1975;29;4500.0;24/02/1977;28;2000.0;27/04/1994;11;Autumn;Sagittarius;Pisces;MIDDLE SCHOOL    ;MIDDLE SCHOOL    ;EMPLOYED  ;EMPLOYED  ;1;2005;11;0.63
18/12/2007;20/12/1982;24;1200.0;19/02/1982;25;1500.0;14/09/2006;1;Autumn;Sagittarius;Pisces;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;1;2007;12;0.63
19/05/2010;05/12/2062;47;6000.0;06/03/2067;43;9000.0;01/07/1992;10;Spring;Sagittarius;Pisces;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;4;2010;5;0.63
21/01/2002;14/12/2058;43;2000.0;18/03/2063;38;300.0;01/03/1986;15;Winter;Sagittarius;Pisces;COLLEGE          ;COLLEGE          ;EMPLOYED  ;EMPLOYED  ;5;2002;1;0.63
23/05/2013;14/12/2063;49;14000.0;13/03/2060;53;6000.0;28/09/1982;31;Spring;Sagittarius;Pisces;COLLEGE          ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;4;2013;5;0.63
23/09/2002;07/12/2070;31;3000.0;19/02/2071;31;2000.0;28/11/1991;10;Autumn;Sagittarius;Pisces;MIDDLE SCHOOL    ;HIGH SCHOOL      ;EMPLOYED  ;EMPLOYED  ;0;2002;9;0.63
